Titulo,Meta_Crescimento,Minimo_Garantido,Data_Inicio,Data_Fim,Descricao,Status,Temporada_Ref_Atual,Temporada_Ref_Anterior,Status_Ord
Casa Santa Luzia: Cestas de Natal,20.0,306000.0,2025-10-01,2025-11-30,"Lojas com o *Maior número de escritórios pontuados*, com Mínimo  de 20% de crescimento em relação aos Pontuados da 9°T.

Novas Lojas: 20% acima do Mínimo Garantido.",Ativa,10,9,2
