Titulo,Tipo,Meta,Data_Inicio,Data_Fim,Acelerador_Pct,Descricao,Status,Status_Order
Desafio Verão - Fora do País,Viagem Para Douro - Portugal,4000000,2025-07-01,2025-11-30,12,"Viagem com tudo Pago pela ""Associação Gabriel Pro"" - ou um Voucher no valor de R$ 2.500,00 para utilizar nas lojas do Gabriel Pro (Ativa)",Ativa,1
